SPCD,COMMON_NAME,MAJOR_SPGRPCD,MAJOR_NAME,E_SPGRPCD,EAST_NAME,W_SPGRPCD,WEST_NAME,C_SPGRPCD,CARIBBEAN_NAME,P_SPGRPCD,PACIFIC_NAME,JENKINS_SPGRPCD,JENKINS_NAME,STOCKING_SPGRPCD,STOCKING_NAME
8110,Parkia timoriana,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8111,Jerusalem thorn,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8112,paloverde,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8113,cuachilote,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8114,candle tree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8115,Texas paloverde,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8121,Peltophorum pterocarpum,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8123,ngis,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8125,butter tree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8127,jiqi,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8129,Pericopsis mooniana,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8131,olomea,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8134,canela,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8138,aquacatillo,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8141,bastard stopper,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8143,aquilon prieto,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8144,candlewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8146,Phaleria nisidai,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8150,pygmy date palm,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8151,Canary Island date palm,3,Soft hardwoods,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,8,Mixed hardwood,37.0,Average hardwood
8152,date palm,3,Soft hardwoods,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,,,53.0,Tropical and subtropical palms,8,Mixed hardwood,37.0,Average hardwood
8153,date palm,3,Soft hardwoods,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,,,53.0,Tropical and subtropical palms,8,Mixed hardwood,37.0,Average hardwood
8154,date palm,3,Soft hardwoods,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,,,53.0,Tropical and subtropical palms,8,Mixed hardwood,37.0,Average hardwood
8155,Chinese photinia,3,Soft hardwoods,53.0,Tropical and subtropical palms,53.0,Tropical and subtropical palms,,,53.0,Tropical and subtropical palms,8,Mixed hardwood,37.0,Average hardwood
8156,Fraser's photinia,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8157,Tahitian gooseberry tree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8159,pamakani mahu,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8160,gamo de costa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8162,Phyllanthus orbicularis,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8164,Florida bitterbush,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8167,bitterwood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8169,fustic,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8171,aceitillo,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8173,Royen's tree cactus,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8175,allspice,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8177,bayrumtree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8178,bayrumtree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8180,Pimenta,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8181,chebouch,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8182,Indian longleaf pine,1,Pines,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8183,Caribbean pine,1,Pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,4,Pine,20.0,Average softwood
8184,Chinese red pine,1,Pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,,,4,Pine,20.0,Average softwood
8185,Merkus pine,1,Pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,,,4,Pine,20.0,Average softwood
8186,ocote chino,1,Pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,,,4,Pine,20.0,Average softwood
8187,Mexican weeping pine,1,Pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,4,Pine,20.0,Average softwood
8188,maritime pine,1,Pines,51.0,Tropical and subtropical pines,51.0,Tropical and subtropical pines,,,51.0,Tropical and subtropical pines,8,Mixed hardwood,20.0,Average softwood
8189,Japanese red pine,1,Pines,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8190,higuillo de hoja menuda,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8191,higuillo de limon,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8192,moth pepper,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8193,Guyanese pepper,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8194,Jamaican pepper,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8195,Caracas pepper,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8196,marigold pepper,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8197,five-needle pine,1,Pines,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8198,Japanese black pine,1,Pines,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8199,spanish elder,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8200,Bunge's pine,1,Pines,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,,
8201,Canary Island pine,2,Other softwoods,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8202,Aleppo pine,2,Other softwoods,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8203,Italian stone pine,2,Other softwoods,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8205,Waimea pipturus,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8206,soga,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8207,pipturus,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8208,stinkwood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8210,piscidia,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8211,corcho bobo,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8212,Australasian catchbirdtree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8213,grand devils-claws,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8214,aulu,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8215,catchbirdtree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8216,water mampoo,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8217,umbrella catchbirdtree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8218,Kauai catchbirdtree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8219,Chinese pistache,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8220,monkeypod,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8222,Japanese cheesewood,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8223,catclaw blackbead,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8224,"Mona cheesewood, Pittosporum",3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8225,kamal,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8226,Hawaii poisonberry tree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8227,hoawa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8228,Waianae Range cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8229,Waialeale cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8230,Koolau Range cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8231,hoawa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8232,Hawaii cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8233,Kona cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8234,Kauai cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8235,royal cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8236,Taiwanese cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8238,cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8239,cream cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8240,Australian cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8241,cape cheesewood,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8242,alaa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8243,alaa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8244,alaa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8246,mamalava,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8247,Planchonella,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8248,mamalava,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8249,Oriental arborvitae,2,Other softwoods,52.0,Other tropical and subtropical softwoods,52.0,Other tropical and subtropical softwoods,52.0,Other tropical and subtropical softwoods,,,4,Pine,20.0,Average softwood
8250,Hawaii pilo kea,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8251,Maui pilo kea,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8252,platydesma,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8253,London planetree,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8254,Oriental planetree,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8255,chupa gallo,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8256,Mexican sycamore,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
8257,golden hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8258,Maui hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8259,Lanai hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8260,Waianae Range hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8261,royal hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8262,Hawaii hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8263,hala pepe,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8266,nosegaytree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8268,Singapore graveyard flower,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8269,Plumeria obtusa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8271,templetree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8272,Plumeria,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8273,yucca plum pine,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8274,yew plum pine,2,Other softwoods,56.0,Urban-specific softwoods,56.0,Urban-specific softwoods,,,,,4,Pine,20.0,Average softwood
8275,Poitea florida,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8276,Poitea punicea,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8279,violet tree,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8280,crevajosa,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
8283,bungaruau,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8284,geranium aralia,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8285,Polyscias macgillivrayi,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8286,bngei,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8287,tagitagi,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8288,shield aralia,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8289,Polyscias,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8290,tava,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8292,kattai,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8293,Ponapea ledermanniana,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8294,Ponapea,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
8295,kisaks,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
